N1,N2,N3
3919,90,2332
3920,3481,2362
3921,4587,3921
3922,2550,4963
3923,2900,155
3924,81,2766
3925,394,3722
3926,146,254
3927,1060,814
3928,2513,480
3929,1599,1295
3930,1243,1392
3931,2296,510
3932,187,3976
3933,3,2026
3934,368,406
3935,3,1447
3936,606,3291
3937,2092,2143
3938,973,245
3939,1610,2760
3940,683,8
3941,1235,373
3942,271,795
3943,4459,2849
3944,3549,3004
3945,2025,1182
3946,1428,338
3947,53,1059
3948,264,1289
3949,1647,322
3950,1161,208
3951,4376,268
3952,500,1377
3953,123,1127
3954,1076,285
3955,1770,1477
3956,771,279
3957,2110,394
3958,172,69
3959,1043,781
3960,1498,911
3961,2284,508
3962,1754,129
3963,959,1030
3964,149,370
3965,1342,13
3966,1623,1366
3967,2739,2644
3968,230,1784
3969,72,2907
3970,478,664
3971,228,3902
3972,3341,3433
3973,666,2491
3974,1490,288
3975,1593,1147
3976,0,3973
3977,193,663
3978,668,3978
3979,2860,1284
3980,1502,287
3981,1672,1970
3982,2438,2060
3983,2861,568
3984,169,1452
3985,464,2651
3986,612,1159
3987,265,4072
3988,4565,1852
3989,3749,108
3990,2909,4701
3991,1206,2973
3992,3093,3901
3993,2845,355
3994,1209,2173
3995,1077,1466
3996,577,1780
3997,1530,784
3998,1563,3998
3999,1155,2237
4000,2714,367
4001,135,3977
4002,4439,898
4003,1135,1183
4004,529,602
4005,3990,4005
4006,943,22
4007,1183,905
4008,4631,4180
4009,832,370
4010,3675,50
4011,196,3858
4012,2336,60
4013,817,3355
4014,1832,3133
4015,244,353
4016,34,514
4017,646,2237
4018,538,1073
4019,130,883
4020,310,881
4021,1486,2259
4022,440,175
4023,4042,3325
4024,2928,1350
4025,2559,731
4026,456,1291
4027,4151,96
4028,350,1272
4029,461,2188
4030,854,167
4031,88,1310
4032,313,4609
4033,565,2451
4034,1303,2194
4035,1479,1907
4036,2942,3760
4037,2204,548
4038,5167,1080
4039,726,5086
4040,3952,500
4041,70,115
4042,800,3711
4043,160,2365
4044,73,254
4045,3272,4956
4046,1091,927
4047,1451,274
4048,3910,4048
4049,489,911
4050,462,4413
4051,997,1990
4052,2979,2622
4053,62,3632
4054,5080,3094
4055,2212,1287
4056,3629,1048
4057,328,4143
4058,1388,724
4059,818,422
4060,1120,504
4061,2776,58
4062,800,2955
4063,3799,379
4064,3385,345
4065,784,95
4066,4232,4990
4067,437,1880
4068,4088,646
4069,803,2579
4070,1492,3111
4071,2884,1067
4072,470,876
4073,421,716
4074,66,2916
4075,917,943
4076,32,2655
4077,163,4681
4078,4446,602
4079,1552,1731
4080,3914,547
4081,3057,1789
4082,1227,1267
4083,593,158
4084,3627,517
4085,1328,2836
4086,2368,670
4087,2182,651
4088,288,946
4089,177,3983
4090,392,346
4091,2486,722
4092,4871,1461
4093,1516,243
4094,56,1354
4095,2852,1944
4096,252,225
4097,287,3438
4098,45,64
4099,229,1653
4100,3067,371
4101,558,3939
4102,3718,599
4103,877,173
4104,1461,2150
4105,646,2305
4106,398,1353
4107,469,1904
4108,3431,895
4109,881,108
4110,2424,4110
4111,1439,2
4112,668,4344
4113,1725,3820
4114,77,308
4115,3154,1701
4116,2361,4483
4117,3743,278
4118,979,1441
4119,718,1096
4120,1881,258
4121,194,3222
4122,61,397
4123,5,2531
4124,1517,826
4125,641,14
4126,1555,459
4127,414,2874
4128,867,802
4129,2222,2788
4130,171,97
4131,3247,4131
4132,4564,2570
4133,590,1901
4134,702,1923
4135,2438,4162
4136,501,3512
4137,4115,1701
4138,408,1714
4139,2969,18
4140,3485,760
4141,1661,1133
4142,322,359
4143,1421,1097
4144,3509,2710
4145,3825,4503
4146,1464,1569
4147,2576,2038
4148,4340,935
4149,3791,4243
4150,951,2227
4151,233,417
4152,135,3968
4153,414,2970
4154,1540,370
4155,2926,1644
4156,3071,536
4157,1767,34
4158,1562,3517
4159,642,1956
4160,954,188
4161,233,1339
4162,1586,1423
4163,1429,1092
4164,642,63
4165,171,829
4166,199,482
4167,275,2396
4168,281,679
4169,3985,2403
4170,2406,483
4171,2317,351
4172,2039,2683
4173,4754,251
4174,390,1838
4175,2367,203
4176,475,949
4177,810,111
4178,443,50
4179,941,44
4180,4008,66
4181,841,1711
4182,15,221
4183,2327,2361
4184,1031,1653
4185,362,1193
4186,324,262
4187,4,3958
4188,781,3055
4189,3396,388
4190,1070,850
4191,2333,900
4192,1970,450
4193,610,5191
4194,1110,2289
4195,5,4278
4196,4288,2928
4197,3582,619
4198,202,421
4199,3500,2222
4200,139,511
4201,1607,2094
4202,1709,886
4203,3376,4443
4204,3527,3328
4205,2486,2234
4206,49,477
4207,322,326
4208,296,571
4209,889,109
4210,291,203
4211,4,3457
4212,2068,4585
4213,472,3182
4214,1585,23
4215,1621,626
4216,82,305
4217,2292,1126
4218,692,4748
4219,731,1456
4220,840,1114
4221,1081,2759
4222,2113,274
4223,3266,2770
4224,281,3286
4225,208,3542
4226,1703,23
4227,2858,2253
4228,3916,2018
4229,836,1453
4230,908,3451
4231,156,2927
4232,4066,2570
4233,106,495
4234,415,1005
4235,2763,408
4236,1844,358
4237,402,1121
4238,1784,55
4239,247,341
4240,1917,199
4241,3051,2287
4242,81,4694
4243,3643,3995
4244,1369,3202
4245,562,2504
4246,207,2061
4247,107,485
4248,135,266
4249,900,2861
4250,582,788
4251,1114,5074
4252,325,744
4253,4897,1121
4254,2960,2561
4255,1361,2770
4256,569,1376
4257,2992,564
4258,93,3914
4259,2381,391
4260,239,498
4261,1832,2704
4262,259,791
4263,2996,288
4264,1643,2474
4265,370,328
4266,553,149
4267,222,1724
4268,253,414
4269,2056,1884
4270,1640,3293
4271,1608,133
4272,2072,935
4273,2003,795
4274,669,272
4275,1498,2208
4276,392,912
4277,3819,1069
4278,2096,3870
4279,4215,2593
4280,2451,687
4281,33,790
4282,193,1934
4283,3489,4614
4284,3295,398
4285,818,224
4286,36,2139
4287,1863,520
4288,2634,2059
4289,492,0
4290,62,719
4291,1826,115
4292,286,4711
4293,2437,1094
4294,797,1639
4295,3255,754
4296,2439,751
4297,4270,4721
4298,1,3882
4299,1395,1761
4300,567,110
4301,2308,128
4302,1435,1001
4303,1409,3945
4304,1793,1655
4305,570,340
4306,3126,2960
4307,2705,4572
4308,190,820
4309,63,2680
4310,939,2188
4311,881,984
4312,612,2804
4313,1472,5018
4314,28,1325
4315,3455,871
4316,1927,2522
4317,4368,4317
4318,322,3414
4319,824,422
4320,2058,1393
4321,1881,466
4322,2111,1181
4323,1283,549
4324,1535,2144
4325,3917,4550
4326,82,734
4327,641,151
4328,10,1372
4329,3364,4425
4330,993,3566
4331,1305,695
4332,3683,849
4333,573,264
4334,4662,3892
4335,327,2418
4336,2592,1215
4337,3822,2551
4338,847,961
4339,1479,143
4340,870,1864
4341,4764,1199
4342,701,728
4343,1670,1012
4344,548,3289
4345,214,1355
4346,1879,4465
4347,1333,1464
4348,1074,3191
4349,1248,925
4350,2712,519
4351,1651,4641
4352,419,725
4353,293,784
4354,108,652
4355,232,2908
4356,295,993
4357,1640,3521
4358,2188,1593
4359,1424,1024
4360,356,3243
4361,4796,510
4362,3823,1485
4363,2975,4363
4364,80,4175
4365,4948,747
4366,126,434
4367,1931,2001
4368,1991,1575
4369,3894,3427
4370,39,3123
4371,10,3161
4372,4828,2221
4373,279,1224
4374,4814,4374
4375,3845,2177
4376,1505,5191
4377,182,1022
4378,2143,337
4379,923,2192
4380,4720,3661
4381,1215,4504
4382,3980,1280
4383,1487,1573
4384,628,3562
4385,3632,3296
4386,3136,1729
4387,186,1050
4388,908,2971
4389,3345,1090
4390,20,2376
4391,2056,1057
4392,3872,5194
4393,240,887
4394,276,505
4395,2494,2208
4396,3146,3303
4397,1986,4422
4398,871,70
4399,2025,156
4400,2038,2054
4401,4858,552
4402,266,3732
4403,2726,10
4404,82,151
4405,2799,2799
4406,574,1364
4407,3619,919
4408,87,2437
4409,1461,2501
4410,1324,1147
4411,2374,33
4412,54,5
4413,450,2909
4414,228,1941
4415,1024,1024
4416,3452,17
4417,1642,1210
4418,1262,1068
4419,608,1794
4420,3749,2024
4421,3127,2948
4422,4301,1277
4423,85,836
4424,1184,321
4425,612,2940
4426,5105,4344
4427,1389,2728
4428,2543,705
4429,494,308
4430,99,4222
4431,1499,3733
4432,1015,3987
4433,4028,730
4434,644,4200
4435,2122,2229
4436,940,3291
4437,120,176
4438,1169,205
4439,3304,1201
4440,3598,289
4441,423,924
4442,4942,354
4443,4396,1939
4444,44,2771
4445,1351,609
4446,602,1734
4447,836,470
4448,3151,3151
4449,105,1156
4450,1406,523
4451,428,1052
4452,18,1414
4453,751,3610
4454,1620,1712
4455,3618,834
4456,3414,263
4457,3184,2451
4458,1388,519
4459,3862,23
4460,2424,2341
4461,118,1191
4462,314,3119
4463,390,3205
4464,113,2783
4465,1879,1469
4466,1577,3372
4467,5125,3189
4468,1606,3421
4469,57,1993
4470,3972,2083
4471,5010,347
4472,4054,1128
4473,4355,543
4474,189,1700
4475,3320,4958
4476,3500,2770
4477,976,601
4478,2026,2556
4479,4466,2888
4480,2088,2537
4481,52,263
4482,34,3409
4483,562,190
4484,1004,508
4485,2654,1608
4486,859,1142
4487,513,2381
4488,0,3054
4489,206,311
4490,3305,3555
4491,1747,962
4492,2309,518
4493,2083,1461
4494,2134,12
4495,1279,54
4496,130,48
4497,2491,191
4498,992,1456
4499,4689,2932
4500,356,3503
4501,1606,1253
4502,2519,574
4503,327,789
4504,36,3927
4505,353,122
4506,2664,2366
4507,404,2970
4508,3095,674
4509,741,1011
4510,3787,261
4511,803,896
4512,2737,43
4513,76,495
4514,4753,4514
4515,349,66
4516,1769,3557
4517,0,391
4518,1629,437
4519,1463,3318
4520,4638,805
4521,1674,3
4522,1934,3798
4523,5154,3243
4524,263,703
4525,2466,1885
4526,105,109
4527,4074,2504
4528,884,244
4529,4396,5098
4530,639,333
4531,122,563
4532,4615,2234
4533,2986,527
4534,3082,1022
4535,2817,2
4536,2562,37
4537,1864,358
4538,2240,156
4539,678,1915
4540,2748,2
4541,2257,53
4542,2615,1392
4543,1863,119
4544,1191,11
4545,1266,89
4546,3484,2229
4547,1354,282
4548,3557,1558
4549,1126,5011
4550,1791,308
4551,348,1739
4552,3149,2485
4553,2099,653
4554,250,430
4555,143,1469
4556,545,1326
4557,469,4213
4558,1749,1600
4559,39,1820
4560,3,3611
4561,13,2659
4562,238,6
4563,17,4704
4564,1939,1888
4565,1697,1388
4566,1955,309
4567,2833,744
4568,4391,1166
4569,419,2487
4570,982,1091
4571,101,1614
4572,144,2
4573,128,4933
4574,2523,1318
4575,388,31
4576,5139,3060
4577,193,3318
4578,949,805
4579,20,3780
4580,352,2059
4581,344,514
4582,1632,52
4583,318,39
4584,1059,2076
4585,1374,1306
4586,2,1197
4587,2226,1038
4588,5042,2159
4589,2720,40
4590,4535,4546
4591,619,1208
4592,845,1271
4593,1627,3766
4594,731,84
4595,38,1160
4596,1498,3401
4597,1103,699
4598,1973,282
4599,2579,2487
4600,5157,146
4601,1092,611
4602,367,184
4603,55,1196
4604,3403,3595
4605,92,1732
4606,500,944
4607,3555,3053
4608,243,504
4609,4017,209
4610,647,78
4611,896,259
4612,1660,322
4613,2120,1405
4614,4218,3877
4615,1577,3814
4616,4372,5191
4617,630,4844
4618,1791,5090
4619,825,1048
4620,14,144
4621,3004,107
4622,39,4628
4623,569,4771
4624,1790,1932
4625,126,4131
4626,1542,248
4627,804,566
4628,428,949
4629,705,4568
4630,294,5141
4631,1182,1007
4632,63,637
4633,146,2795
4634,113,2762
4635,2700,3402
4636,1607,4667
4637,1706,1954
4638,6,615
4639,3421,4731
4640,2386,219
4641,49,3805
4642,1105,2242
4643,2229,4684
4644,38,1221
4645,443,3622
4646,29,890
4647,55,1638
4648,4730,545
4649,2256,6
4650,862,796
4651,1054,1263
4652,317,2774
4653,1518,3345
4654,1021,3109
4655,305,761
4656,817,2114
4657,2328,737
4658,2032,2457
4659,4426,1005
4660,3610,267
4661,2650,778
4662,2367,1379
4663,4192,2885
4664,585,72
4665,590,2446
4666,144,725
4667,806,1072
4668,1219,1846
4669,1486,4257
4670,2368,3673
4671,1203,3347
4672,1833,538
4673,2400,1245
4674,14,178
4675,1343,2384
4676,5,4633
4677,80,739
4678,1593,2676
4679,4946,417
4680,596,320
4681,72,105
4682,276,220
4683,92,72
4684,2231,937
4685,3719,3765
4686,1981,1008
4687,453,756
4688,67,4181
4689,978,2942
4690,1053,131
4691,2176,5027
4692,752,2276
4693,33,5081
4694,1890,1473
4695,1444,802
4696,2633,1486
4697,540,2191
4698,2937,3402
4699,357,1125
4700,3381,1224
4701,2909,691
4702,1953,965
4703,1651,685
4704,4651,1802
4705,187,4037
4706,676,574
4707,1047,2081
4708,3592,3196
4709,259,2903
4710,1624,2120
4711,286,1440
4712,2831,2586
4713,141,3249
4714,4898,292
4715,623,1877
4716,1161,41
4717,3411,2710
4718,430,4738
4719,372,111
4720,1096,2668
4721,2324,2361
4722,1366,1024
4723,1801,236
4724,4292,1143
4725,2002,1244
4726,10,409
4727,3180,1371
4728,4051,33
4729,2680,854
4730,1702,242
4731,3309,947
4732,2523,240
4733,378,270
4734,1204,1480
4735,3155,2658
4736,2121,1441
4737,1171,1535
4738,4210,1468
4739,2446,999
4740,4641,49
4741,1267,293
4742,2230,998
4743,297,2695
4744,328,4878
4745,47,1344
4746,3328,1436
4747,756,5149
4748,1566,1280
4749,52,149
4750,3160,2179
4751,961,125
4752,1542,3439
4753,625,1505
4754,251,628
4755,2150,833
4756,3061,1092
4757,27,712
4758,177,550
4759,2784,740
4760,3512,2435
4761,1766,0
4762,459,2211
4763,1759,23
4764,1052,2287
4765,455,3563
4766,1021,998
4767,392,3265
4768,2650,4768
4769,3053,2761
4770,605,4170
4771,2665,3420
4772,2077,4871
4773,1067,4244
4774,2400,1233
4775,576,2522
4776,888,79
4777,376,1047
4778,3812,3306
4779,140,27
4780,218,2883
4781,839,2706
4782,1019,66
4783,598,363
4784,1734,740
4785,1056,4794
4786,3970,2886
4787,3924,398
4788,694,776
4789,2000,94
4790,2455,1929
4791,334,1674
4792,332,956
4793,1400,523
4794,63,642
4795,4929,4279
4796,5061,1075
4797,108,1550
4798,2886,677
4799,1259,3038
4800,3582,391
4801,481,1179
4802,233,4728
4803,3764,53
4804,2975,2685
4805,3041,4397
4806,2514,3524
4807,293,312
4808,839,487
4809,1269,3099
4810,2266,2290
4811,1605,203
4812,605,4653
4813,47,704
4814,82,485
4815,1379,3548
4816,4995,427
4817,1515,1588
4818,520,3353
4819,1692,1393
4820,537,335
4821,138,19
4822,19,1026
4823,1361,1699
4824,3310,1204
4825,726,1135
4826,3766,1912
4827,3,1490
4828,13,1162
4829,2487,341
4830,2122,1201
4831,2250,66
4832,355,43
4833,2268,1318
4834,482,683
4835,4536,421
4836,349,1277
4837,133,750
4838,420,156
4839,1018,755
4840,910,801
4841,4344,3691
4842,517,387
4843,1895,721
4844,3158,428
4845,66,438
4846,101,879
4847,91,141
4848,570,3868
4849,1932,1528
4850,1970,450
4851,744,100
4852,105,64
4853,1881,1344
4854,940,886
4855,2406,2406
4856,1239,434
4857,1713,1343
4858,90,2780
4859,3162,3304
4860,3550,681
4861,1615,4022
4862,2870,4216
4863,1600,2567
4864,31,1849
4865,1327,1573
4866,1234,334
4867,1014,699
4868,1985,306
4869,817,3624
4870,172,2681
4871,1461,4710
4872,1042,1598
4873,15,2390
4874,3515,87
4875,329,754
4876,1254,797
4877,114,2088
4878,142,3057
4879,805,1
4880,93,337
4881,713,654
4882,20,2316
4883,2570,2013
4884,959,711
4885,1896,1295
4886,885,1138
4887,171,690
4888,1058,2517
4889,356,1734
4890,914,1408
4891,942,0
4892,812,2188
4893,1272,328
4894,180,969
4895,341,1697
4896,637,63
4897,638,673
4898,292,1786
4899,1874,236
4900,1657,2073
4901,63,2800
4902,4195,235
4903,1995,3247
4904,197,2167
4905,729,739
4906,4682,3904
4907,4835,1606
4908,762,1626
4909,2916,4435
4910,2970,1564
4911,315,4911
4912,1243,128
4913,2760,1238
4914,1735,297
4915,1562,2764
4916,2311,22
4917,4505,4660
4918,659,1672
4919,3270,3337
4920,66,3068
4921,1380,1887
4922,2312,1070
4923,4324,528
4924,2101,730
4925,1370,1715
4926,682,1649
4927,27,777
4928,4624,3490
4929,321,64
4930,3020,362
4931,690,4707
4932,843,2007
4933,456,45
4934,507,3214
4935,3555,2832
4936,259,161
4937,274,1290
4938,1296,117
4939,44,542
4940,4358,2864
4941,2263,2644
4942,4,1
4943,1173,1032
4944,1879,3113
4945,3425,3450
4946,123,1293
4947,409,122
4948,4365,3506
4949,796,4241
4950,2712,521
4951,152,64
4952,93,3131
4953,2571,57
4954,1348,3218
4955,229,3781
4956,4492,1933
4957,2527,1369
4958,584,2895
4959,1260,149
4960,501,460
4961,1595,3203
4962,1350,1707
4963,2550,1174
4964,1151,362
4965,254,810
4966,419,4828
4967,592,2285
4968,196,2448
4969,406,1763
4970,283,2660
4971,5098,1028
4972,871,806
4973,3889,1550
4974,770,1749
4975,587,4042
4976,1284,78
4977,2397,96
4978,138,1258
4979,4913,1780
4980,58,3008
4981,4257,4804
4982,1344,337
4983,761,218
4984,228,4262
4985,4380,1244
4986,19,509
4987,171,4768
4988,432,4865
4989,4,1268
4990,2525,3903
4991,379,3650
4992,127,3000
4993,9,599
4994,1357,323
4995,3849,1042
4996,2378,766
4997,3699,577
4998,2127,1084
4999,229,3573
5000,780,2048
5001,919,1002
5002,1755,787
5003,251,2099
5004,1839,3590
5005,22,1278
5006,1780,31
5007,2196,2532
5008,646,911
5009,1161,3850
5010,56,831
5011,753,1
5012,2149,2780
5013,260,326
5014,631,240
5015,25,3087
5016,1512,348
5017,3226,306
5018,971,1031
5019,180,2467
5020,1001,818
5021,935,4
5022,188,579
5023,2533,3454
5024,552,4858
5025,425,3104
5026,2096,568
5027,1070,603
5028,6,4781
5029,3739,5086
5030,167,140
5031,3339,4375
5032,1659,1742
5033,4793,4606
5034,362,478
5035,2319,211
5036,1816,3116
5037,239,2069
5038,3122,3572
5039,44,834
5040,4712,1361
5041,585,759
5042,873,97
5043,1432,2119
5044,310,532
5045,3303,2599
5046,805,1289
5047,978,2975
5048,587,495
5049,4092,3001
5050,1246,277
5051,3309,1519
5052,3095,291
5053,1846,1219
5054,2612,3485
5055,4859,3812
5056,1384,693
5057,898,1226
5058,932,1089
5059,990,361
5060,125,3527
5061,267,2538
5062,826,2397
5063,1649,5063
5064,9,2839
5065,3980,183
5066,545,602
5067,1634,887
5068,1151,714
5069,448,3684
5070,2614,266
5071,1641,3285
5072,907,505
5073,205,5073
5074,4411,292
5075,86,4893
5076,1752,1344
5077,1143,4491
5078,534,33
5079,3950,3591
5080,3094,1237
5081,1323,594
5082,192,48
5083,510,2664
5084,89,394
5085,672,2572
5086,41,50
5087,1474,2871
5088,3037,2862
5089,1862,3504
5090,1791,267
5091,4102,4410
5092,1248,1302
5093,497,1350
5094,3256,5094
5095,1773,3121
5096,4290,2092
5097,448,221
5098,2701,2316
5099,3209,16
5100,1643,4062
5101,1207,579
5102,795,192
5103,877,3767
5104,422,67
5105,1031,4670
5106,11,3669
5107,1968,3616
5108,312,1268
5109,1735,1420
5110,1474,2065
5111,143,2413
5112,4013,2618
5113,1100,4321
5114,261,2008
5115,3384,3224
5116,20,1585
5117,1265,61
5118,118,1073
5119,2271,1028
5120,2392,134
5121,1741,79
5122,1059,4790
5123,2263,1918
5124,278,4883
5125,80,167
5126,1591,2241
5127,267,3610
5128,255,1666
5129,1501,597
5130,786,2839
5131,7,1453
5132,4911,2619
5133,3672,3241
5134,33,3803
5135,410,121
5136,1127,8
5137,515,1365
5138,1202,793
5139,2068,95
5140,17,1708
5141,1471,778
5142,2212,2216
5143,83,2377
5144,4727,812
5145,4103,799
5146,1909,3384
5147,621,744
5148,819,2491
5149,29,377
5150,184,1592
5151,63,281
5152,2041,731
5153,803,156
5154,2432,249
5155,1935,561
5156,3195,1434
5157,2548,4406
5158,803,790
5159,3772,294
5160,1544,349
5161,2937,4236
5162,1024,2415
5163,4583,169
5164,203,3226
5165,1556,797
5166,4738,4679
5167,1098,665
5168,1105,1449
5169,1117,4132
5170,219,2532
5171,1921,3783
5172,498,4310
5173,26,740
5174,896,663
5175,2157,4708
5176,1236,311
5177,675,2453
5178,1498,3368
5179,112,1285
5180,2,2118
5181,3454,1526
5182,1004,1373
5183,164,1908
5184,450,3469
5185,2888,22
5186,496,1375
5187,516,2656
5188,1201,3513
5189,95,3537
5190,23,956
5191,984,101
5192,1944,714
5193,49,2705
5194,182,2223
5195,705,3769
